movie,year,production_budget,gross_revenue,month,profit,release_date,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Oculus,2014,5000000,44115496,4,39115496,2014-04-03,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dallas Buyers Club,2013,5000000,60611845,11,55611845,2013-11-22,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,2013,5000000,60611845,11,55611845,2013-11-22,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
No Escape,2015,5000000,42844516,8,37844516,2015-08-26,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lazarus Effect,2015,5000000,38359310,2,33359310,2015-02-27,"['Thriller', 'Horror']","Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Our Idiot Brother,2011,5000000,25861249,8,20861249,2011-08-26,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Strangers: Prey at Night,2018,5000000,29960051,3,24960051,2018-03-09,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Way Way Back,2013,5000000,26853810,7,21853810,2013-07-05,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"As Above, So Below",2014,5000000,41824066,8,36824066,2014-08-29,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Race,2016,5000000,23745772,2,18745772,2016-02-19,"['Action', 'Drama']","Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Apollo 18,2011,5000000,26517819,9,21517819,2011-09-02,"['Horror', 'Thriller', 'Science Fiction']","Horror,Thriller,Science Fiction",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"Paul, Apostle of Christ",2018,5000000,25529498,3,20529498,2018-03-28,['History'],History,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Addicted,2014,5000000,17499242,10,12499242,2014-10-10,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Spring Breakers,2013,5000000,31149251,3,26149251,2013-03-15,"['Drama', 'Crime']","Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It Comes at Night,2017,5000000,19720203,6,14720203,2017-06-09,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Before I Fall,2017,5000000,18945682,3,13945682,2017-03-03,"['Drama', 'Mystery', 'Thriller', 'Fantasy']","Drama,Mystery,Thriller,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
Fifty Shades of Black,2016,5000000,22113075,1,17113075,2016-01-29,"['Romance', 'Comedy']","Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Perfect Match,2016,5000000,10182050,3,5182050,2016-03-11,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fahrenheit 11/9,2018,5000000,6653715,9,1653715,2018-09-10,['Documentary'],Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea Rex 3D: Journey to a Prehistoric World,2010,5000000,16515203,5,11515203,2010-05-14,['Documentary'],Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90 Minutes in Heaven,2015,5000000,4816142,9,-183858,2015-09-11,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Incarnate,2016,5000000,9371036,12,4371036,2016-12-02,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Table 19,2017,5000000,4620399,3,-379601,2017-03-03,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Room,2016,5000000,3807503,4,-1192497,2016-04-15,"['Horror', 'Crime', 'Thriller']","Horror,Crime,Thriller",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Green Room,2016,5000000,3807503,4,-1192497,2016-04-15,"['Horror', 'Crime', 'Thriller']","Horror,Crime,Thriller",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Thoroughbreds,2018,5000000,3187302,3,-1812698,2018-03-09,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Thoroughbreds,2018,5000000,3187302,3,-1812698,2018-03-09,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Other Side of the Door,2016,5000000,12905107,3,7905107,2016-03-11,"['Thriller', 'Horror']","Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Everything Must Go,2011,5000000,2821010,5,-2178990,2011-05-13,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kill the Messenger,2014,5000000,6656705,10,1656705,2014-10-10,"['Thriller', 'Crime', 'Drama', 'Mystery']","Thriller,Crime,Drama,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Rabbit Hole,2010,5000000,6205034,12,1205034,2010-12-16,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jem and the Holograms,2015,5000000,2368937,10,-2631063,2015-10-23,"['Drama', 'Fantasy', 'Music']","Drama,Fantasy,Music",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Jem and the Holograms,2015,5000000,2368937,10,-2631063,2015-10-23,"['Drama', 'Fantasy', 'Music']","Drama,Fantasy,Music",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Paterson,2016,5000000,10727536,12,5727536,2016-12-28,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Paterson,2016,5000000,10727536,12,5727536,2016-12-28,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ain't Them Bodies Saints,2013,5000000,1075009,8,-3924991,2013-08-16,"['Crime', 'Drama', 'Romance', 'Western']","Crime,Drama,Romance,Western",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Cop Car,2015,5000000,143658,8,-4856342,2015-08-07,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rudderless,2014,5000000,567219,10,-4432781,2014-10-17,"['Music', 'Drama', 'Comedy']","Music,Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Area 51,2015,5000000,7556,5,-4992444,2015-05-15,"['Horror', 'Thriller', 'Science Fiction']","Horror,Thriller,Science Fiction",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Dying of the Light,2014,5000000,74639,12,-4925361,2014-12-04,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Yoga Hosers,2016,5000000,22958,9,-4977042,2016-09-02,"['Comedy', 'Fantasy', 'Horror']","Comedy,Fantasy,Horror",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Reach Me,2014,5000000,0,11,-5000000,2014-03-14,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Henry & Me,2014,5000000,0,8,-5000000,2014-08-18,"['Family', 'Animation']","Family,Animation",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
We Have Your Husband,2011,5000000,0,12,-5000000,2011-11-12,"['TV Movie', 'Crime', 'Drama', 'Thriller']","TV Movie,Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Only God Forgives,2013,4800000,4494560,7,-305440,2013-07-19,"['Drama', 'Thriller', 'Crime']","Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Take Shelter,2011,4750000,4972016,9,222016,2011-09-30,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Without Men,2011,4700000,0,12,-4700000,2011-06-29,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Treading Water,2015,4700000,0,3,-4700000,2015-03-13,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lobster,2016,4500000,18019834,3,13519834,2016-05-13,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']","Thriller,Comedy,Drama,Romance,Science Fiction",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
The Lobster,2016,4500000,18019834,3,13519834,2016-05-13,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']","Thriller,Comedy,Drama,Romance,Science Fiction",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Blackthorn,2011,4500000,1217307,10,-3282693,2011-10-07,"['Adventure', 'Action', 'Western']","Adventure,Action,Western",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maggie,2015,4500000,1027760,5,-3472240,2015-05-08,"['Horror', 'Drama', 'Mystery']","Horror,Drama,Mystery",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sweeney,2013,4500000,8000366,3,3500366,2013-03-01,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Rising,2014,4500000,11774,9,-4488226,2014-09-05,"['Adventure', 'Action']","Adventure,Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zipper,2015,4500000,0,8,-4500000,2015-08-28,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Final Girls,2015,4500000,0,11,-4500000,2015-10-09,"['Comedy', 'Horror']","Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R.L. Stine's Monsterville: The Cabinet of Souls,2015,4400000,0,9,-4400000,2015-09-29,"['Comedy', 'Horror']","Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Snabba Cash,2012,4300000,10212403,7,5912403,2012-07-11,"['Drama', 'Thriller', 'Crime']","Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Animal Kingdom,2010,4200000,8078683,8,3878683,2010-08-13,"['Drama', 'Thriller', 'Crime', 'Mystery']","Drama,Thriller,Crime,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Cargo,2011,4200000,313230,10,-3886770,2011-10-21,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Boy Next Door,2015,4000000,53401938,1,49401938,2015-01-23,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Boyhood,2014,4000000,57273049,7,53273049,2014-07-11,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Kids Are All Right,2010,4000000,36275469,7,32275469,2010-07-09,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Haunted House 2,2014,4000000,21206861,4,17206861,2014-04-18,"['Comedy', 'Horror']","Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Last Exorcism Part II,2013,4000000,25448707,3,21448707,2013-03-01,"['Horror', 'Thriller', 'Drama']","Horror,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Darkness,2016,4000000,10898293,5,6898293,2016-05-13,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Samsara,2012,4000000,5966671,8,1966671,2012-08-22,"['Drama', 'Documentary']","Drama,Documentary",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Getting By,2011,4000000,1989035,6,-2010965,2011-06-17,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Red State,2011,4000000,1983596,9,-2016404,2011-09-23,"['Horror', 'Action', 'Thriller']","Horror,Action,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Holy Motors,2012,4000000,4230426,10,230426,2012-10-17,"['Drama', 'Fantasy']","Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Signal,2014,4000000,2665322,6,-1334678,2014-06-13,"['Thriller', 'Science Fiction']","Thriller,Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Face of Love,2014,4000000,1158877,3,-2841123,2014-03-07,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Joe,2014,4000000,373375,4,-3626625,2014-04-11,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Desert Dancer,2015,4000000,596335,4,-3403665,2015-03-20,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manglehorn,2015,4000000,797439,6,-3202561,2015-06-19,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trust,2011,4000000,120016,4,-3879984,2011-04-01,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Praia do Futuro,2015,4000000,760678,2,-3239322,2015-02-27,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13 Sins,2014,4000000,47552,4,-3952448,2014-04-18,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Another Happy Day,2011,4000000,978527,11,-3021473,2011-11-18,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inescapable,2013,4000000,4327,2,-3995673,2013-02-22,"['Thriller', 'Romance']","Thriller,Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
How to Fall in Love,2012,4000000,0,12,-4000000,2012-07-21,"['Comedy', 'Romance', 'TV Movie']","Comedy,Romance,TV Movie",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Chain of Command,2015,4000000,0,9,-4000000,2015-09-08,"['Thriller', 'Adventure', 'Action']","Thriller,Adventure,Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Good Heart,2010,3800000,340930,4,-3459070,2010-04-30,"['Drama', 'Comedy', 'Romance']","Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hevi reissu,2018,3800000,10153,10,-3789847,2018-10-05,"['Comedy', 'Music']","Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Four Lions,2010,3750000,2436111,11,-1313889,2010-11-05,"['Comedy', 'Crime', 'Drama']","Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Defendor,2010,3750000,44462,2,-3705538,2010-02-26,"['Drama', 'Action', 'Comedy', 'Crime']","Drama,Action,Comedy,Crime",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Truth or Dare,2018,3500000,95127344,4,91627344,2018-04-13,"['Thriller', 'Horror']","Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Witch,2016,3500000,40454520,2,36954520,2016-02-19,"['Mystery', 'Horror']","Mystery,Horror",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Witch,2016,3500000,40454520,2,36954520,2016-02-19,"['Mystery', 'Horror']","Mystery,Horror",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Winchester,2018,3500000,44378040,2,40878040,2018-02-02,"['Fantasy', 'Mystery', 'Thriller', 'Horror']","Fantasy,Mystery,Thriller,Horror",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Dark Skies,2013,3500000,27704111,2,24204111,2013-02-22,"['Science Fiction', 'Thriller', 'Horror']","Science Fiction,Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Forever My Girl,2018,3500000,16376066,1,12876066,2018-01-26,"['Romance', 'Drama', 'Music']","Romance,Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
El secreto de sus ojos,2010,3500000,40527719,4,37027719,2010-04-16,"['Crime', 'Drama', 'Mystery', 'Romance']","Crime,Drama,Mystery,Romance",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
First Reformed,2018,3500000,3874772,5,374772,2018-05-18,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Believe,2016,3500000,890303,12,-2609697,2016-12-02,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Honey,2016,3500000,2611750,9,-888250,2016-09-30,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bronze,2016,3500000,615816,3,-2884184,2016-03-18,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bronze,2016,3500000,615816,3,-2884184,2016-03-18,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trolljegeren,2011,3500000,5706638,6,2206638,2011-06-10,"['Fantasy', 'Horror']","Fantasy,Horror",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Masked Saint,2016,3500000,182695,1,-3317305,2016-01-08,"['Crime', 'Action']","Crime,Action",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batman: The Dark Knight Returns, Part 2",2013,3500000,0,1,-3500000,2013-01-29,"['Action', 'Animation', 'Mystery']","Action,Animation,Mystery",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
In the Name of the King III,2014,3500000,0,3,-3500000,2014-03-11,"['Action', 'Adventure', 'Drama', 'Fantasy']","Action,Adventure,Drama,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Wicked Blood,2014,3500000,0,3,-3500000,2014-03-04,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dawn Patrol,2015,3500000,0,6,-3500000,2015-06-05,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jagten,2013,3450000,18309793,5,14859793,2013-07-12,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Margin Call,2011,3400000,20433227,10,17033227,2011-10-21,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Whiplash,2014,3300000,38969037,10,35669037,2014-10-10,"['Drama', 'Music']","Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sorry to Bother You,2018,3200000,18285560,7,15085560,2018-07-06,"['Fantasy', 'Science Fiction', 'Comedy']","Fantasy,Science Fiction,Comedy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Beginners,2011,3200000,14314407,6,11114407,2011-06-17,"['Drama', 'Romance', 'Comedy']","Drama,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Meddler,2016,3200000,5526942,4,2326942,2016-04-22,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Antiviral,2013,3100000,123407,4,-2976593,2013-04-12,"['Science Fiction', 'Horror']","Science Fiction,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Paranormal Activity 2,2010,3000000,177512032,10,174512032,2010-10-21,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
War Room,2015,3000000,73975239,8,70975239,2015-08-28,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Purge,2013,3000000,91266581,6,88266581,2013-06-06,"['Science Fiction', 'Horror', 'Thriller']","Science Fiction,Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Sinister,2012,3000000,87727807,10,84727807,2012-10-12,"['Horror', 'Thriller', 'Mystery']","Horror,Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Upgrade,2018,3000000,16553285,6,13553285,2018-06-01,"['Action', 'Thriller', 'Science Fiction']","Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Before Midnight,2013,3000000,23251930,5,20251930,2013-06-14,"['Romance', 'Drama']","Romance,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Let There Be Light,2017,3000000,7241309,10,4241309,2017-10-27,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Let There Be Light,2017,3000000,7241309,10,4241309,2017-03-10,['Documentary'],Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Army Man,2016,3000000,5837111,6,2837111,2016-06-24,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","Comedy,Drama,Romance,Fantasy,Adventure",0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Frances Ha,2013,3000000,11262769,5,8262769,2013-05-17,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frances Ha,2013,3000000,11262769,5,8262769,2013-05-17,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Please Give,2010,3000000,4570178,4,1570178,2010-01-22,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Compadres,2016,3000000,7445044,4,4445044,2016-04-22,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letters to God,2010,3000000,3237452,4,237452,2010-04-09,"['Drama', 'Family']","Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tusk,2014,3000000,1887554,9,-1112446,2014-09-19,"['Comedy', 'Horror', 'Drama', 'Thriller']","Comedy,Horror,Drama,Thriller",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Wall,2017,3000000,4495262,5,1495262,2017-05-12,"['Thriller', 'War', 'Drama']","Thriller,War,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Damsels in Distress,2012,3000000,1324299,4,-1675701,2012-04-06,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hobo with a Shotgun,2011,3000000,834953,5,-2165047,2011-05-06,"['Crime', 'Action', 'Thriller']","Crime,Action,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The D Train,2015,3000000,772366,5,-2227634,2015-05-08,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bachelorette,2012,3000000,12577401,9,9577401,2012-09-06,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Creature,2011,3000000,331000,9,-2669000,2011-09-09,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Bounce Back,2016,3000000,421404,12,-2578596,2016-02-26,['Romance'],Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chain Letter,2010,3000000,1022453,10,-1977547,2010-10-01,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tim and Eric's Billion Dollar Movie,2012,3000000,223652,3,-2776348,2012-03-02,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort McCoy,2014,3000000,78948,8,-2921052,2014-01-01,"['War', 'Drama', 'History']","War,Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Before We Go,2015,3000000,483938,9,-2516062,2015-05-21,"['Drama', 'Romance', 'Comedy']","Drama,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tanner Hall,2011,3000000,5073,9,-2994927,2011-09-09,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
They Came Together,2014,3000000,82780,6,-2917220,2014-06-27,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Road,2013,3000000,47469,5,-2952531,2013-05-21,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Barry Munday,2010,3000000,0,10,-3000000,2010-03-13,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Never Back Down 2: The Beatdown,2011,3000000,0,9,-3000000,2011-09-13,"['Drama', 'Action']","Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AWOL-72,2015,3000000,0,12,-3000000,2015-08-07,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Amnesiac,2015,3000000,0,8,-3000000,2015-08-14,"['Thriller', 'Mystery', 'Drama', 'Horror']","Thriller,Mystery,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Unnatural,2015,3000000,0,12,-3000000,2015-10-16,"['Action', 'Horror', 'Thriller']","Action,Horror,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Close Range,2015,3000000,0,12,-3000000,2015-12-11,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
